productid	brand	RAM_GB	HDD_GB	GHz	price
749768	Toshiba	16	500	3.2	83900
749813	DELL	16	2000	2.5	88900
749818	HP	4	500	2.5	47900
749840	Toshiba	8	1000	3.2	81900
750045	MSI	8	500	2.3	48900
750054	Apple	16	1000	1.8	117900
750186	Dell	16	500	2.5	82900
750318	Lenovo	8	500	3.2	59900
750358	hp	4	1000	3	57900
750546	Dell	4	1000	2.5	64900
750652	Microsoft	4	500	2.5	49900
750767	Toshiba	16	500	1.8	43900
750922	Asus	16	1000	2.5	60900
750933	Toshiba	8	2000	3	65900
750968	unknown	16	500	2.3	53900
751025	hp	8	2000	2.5	56900
751045	Apple	4	2000	2.3	110900
751104	Dell	8	2000	1.8	63900
751303	DELL	16	1000	2.5	78900
751889	Asus	4	1000	3	57900
752383	Apple	4	2000	2.3	116900
752434	Asus	16	1000	3.2	82900
752497	Acer	16	500	1.8	45900
752935	Apple	8	2000	3.2	148900
752962	Toshiba	4	1000	1.8	36900
753254	Lenovo	8	1000	2.5	53900
753265	Asus	4	500	1.8	28900
753289	Lenovo	16	2000	3.2	68900
753497	Asus	16	500	2.3	47900
753557	Lenovo	16	2000	3.2	78900
753686	Dell	4	2000	3.2	91900
753686	Dell	4	2000	3.2	91900
753714	hp	4	1000	3.2	69900
753752	hp	4	1000	1.8	43900
753846	Apple	16	2000	1.8	117900
754312	MSI	8	500	3	61900
754478	HP	8	1000	1.8	41900
754479	Toshiba	8	500	2.3	54900
754605	asus	4	1000	3	57900
754685	Microsoft	4	1000	3.2	64900
754725	hp	4	2000	1.8	38900
754915	MSI	8	500	1.8	40900
755205	Microsoft	16	1000	2.5	63900
755479	DELL	4	2000	3.2	94900
755991	Lenovo	8	500	1.8	29900
756032	Toshiba	8	2000	3.2	87900
756384	Samsung	8	1000	2.5	59900
756718	Microsoft	4	1000	2.3	48900
756769	hp	8	500	3	61900
756800	hp	8	1000	1.8	39900
757044	Samsung	4	500	3	59900
757087	Toshiba	8	2000	3	76900
757090	Acer	8	1000	2.3	47900
757131	Toshiba	4	500	2.3	43900
757445	Dell	16	1000	2.5	82900
757551	Toshiba	8	1000	3	74900
757889	unknown	8	1000	1.8	45900
757906	Microsoft	16	1000	2.5	61900
758030	Lenovo	4	500	1.8	23900
758031	hp	16	1000	2.3	60900
758524	asus	8	500	3	71900
758529	Dell	8	1000	3	78900
758689	Acer	4	2000	1.8	44900
758711	Asus	4	500	2.3	40900
758822	HP	16	500	3	71900
759311	Acer	4	2000	2.5	61900
759512	Toshiba	16	2000	2.5	65900
759714	asus	16	2000	2.3	62900
759763	Samsung	16	2000	2.5	72900
759924	Microsoft	8	1000	3.2	78900
760006	HP	16	2000	3	84900
760382	DELL	16	1000	3.2	95900
760434	Toshiba	16	500	1.8	43900
760475	Samsung	4	500	2.3	45900
760574	asus	16	500	3.2	86900
760733	Microsoft	4	500	3	65900
761018	HP	16	500	2.3	57900
761047	Apple	4	500	3.2	135900
761057	Lenovo	4	2000	1.8	24900
761241	Samsung	4	2000	3	63900
761501	Samsung	8	2000	2.3	51900
761650	Lenovo	4	500	3	35900
761654	Apple	4	500	3.2	135900
761841	Asus	16	2000	2.3	61900
762010	Lenovo	8	2000	3.2	71900
762048	DELL	16	500	2.3	72900
762544	Apple	8	2000	2.3	120900
762571	Toshiba	8	1000	1.8	43900
762707	Microsoft	16	1000	3	65900
762756	hp	16	1000	3	71900
762760	Lenovo	16	500	2.5	46900
762864	hp	8	1000	2.3	50900
762940	DELL	4	1000	3.2	82900
762988	Acer	8	2000	3	76900
763104	Microsoft	16	500	3.2	84900
763482	Samsung	8	2000	1.8	49900
763615	hp	16	2000	3	82900
764057	Lenovo	8	500	1.8	25900
764249	HP	16	500	1.8	41900
764378	Asus	4	500	3	58900
764629	DELL	4	500	1.8	48900
764643	Lenovo	16	2000	3.2	83900
764669	Lenovo	4	2000	2.5	38900
764973	Toshiba	16	1000	2.5	74900
765178	Asus	8	500	1.8	41900
765192	MSI	4	500	3	57900
765400	Dell	4	500	2.3	57900
765590	Asus	8	2000	1.8	46900
765697	Dell	8	1000	3.2	91900
765943	asus	8	500	3	63900
766036	Dell	16	1000	2.3	77900
766036	Dell	16	1000	2.3	77900
766065	Apple	16	1000	3.2	142900
766318	hp	8	1000	2.5	71900
766471	Acer	16	500	2.5	64900
766517	Samsung	4	2000	3	64900
766837	Apple	8	500	3	132900
767298	Apple	4	2000	1.8	112900
767442	Acer	8	2000	3.2	86900
767689	Asus	16	500	3.2	76900
767760	Samsung	4	500	2.3	44900
767846	MSI	8	2000	3	72900
767957	Lenovo	16	2000	2.3	39900
768587	Toshiba	16	1000	3.2	85900
768726	Acer	16	2000	2.5	66900
768846	MSI	4	2000	3.2	82900
769060	Dell	4	1000	3	71900
769360	Lenovo	4	1000	1.8	26900
769382	DELL	4	500	1.8	50900
770068	Toshiba	4	500	2.5	49900
770072	asus	16	2000	3.2	85900
770147	MSI	4	500	3.2	65900
770163	Acer	4	500	3	64900
770171	Microsoft	4	500	2.5	51900
770223	Lenovo	8	500	2.5	44900
770351	HP	8	500	1.8	45900
770594	Lenovo	8	2000	3	50900
770840	Dell	16	500	2.5	73900
770987	Dell	8	2000	3	92900
771010	hp	8	2000	3	72900
771323	Apple	16	1000	3.2	151900
771357	Samsung	8	1000	2.3	55900
771472	MSI	8	500	3.2	77900
771635	hp	4	1000	3.2	71900
771988	Asus	8	1000	3	62900
772103	Dell	8	2000	3	91900
772122	Asus	8	500	3.2	73900
772127	Microsoft	16	1000	2.3	53900
772200	Acer	4	2000	1.8	43900
772486	Asus	16	2000	2.3	61900
772528	HP	16	500	2.5	61900
772840	hp	4	500	3	62900
773011	HP	4	500	3	58900
773115	Microsoft	16	500	3	66900
773156	Samsung	16	2000	1.8	56900
773246	Toshiba	8	500	3	69900
773350	HP	4	2000	3.2	68900
773412	Samsung	16	500	1.8	45900
773636	Lenovo	8	2000	1.8	36900
773896	Acer	4	1000	2.3	40900
773974	Samsung	16	2000	2.3	65900
774016	Microsoft	4	1000	3.2	68900
774094	Toshiba	8	1000	3.2	74900
774273	asus	16	500	3	71900
774364	Dell	4	500	2.3	55900
774468	DELL	8	500	3.2	87900
774849	Acer	4	2000	2.3	49900
775064	MSI	8	500	3.2	70900
775130	asus	4	2000	2.5	53900
775204	Microsoft	8	500	2.5	54900
775288	Asus	4	1000	1.8	36900
775542	Asus	16	500	2.3	50900
775552	Toshiba	4	500	1.8	28900
775706	Asus	4	2000	1.8	41900
776001	HP	16	1000	2.3	55900
776187	Apple	16	1000	3	138900
776777	DELL	4	500	3.2	83900
776778	Asus	16	1000	3	74900
777173	Acer	8	1000	1.8	46900
777309	hp	16	2000	2.5	66900
777538	Toshiba	8	2000	2.5	62900
777609	Dell	16	1000	3.2	98900
777634	Asus	4	2000	3	69900
777929	asus	4	1000	3.2	68900
778296	Apple	16	2000	3	143900
778302	hp	8	500	1.8	33900
778394	Apple	8	1000	2.3	108900
778690	DELL	8	1000	1.8	56900
778921	Dell	8	500	3.2	94900
778994	Dell	16	2000	1.8	76900
779046	Samsung	4	1000	3.2	74900
779161	DELL	8	500	3	79900
779476	hp	8	1000	2.5	55900
779580	Toshiba	8	500	3	70900
779605	hp	4	500	3	59900
779649	Lenovo	4	1000	3.2	63900
779685	Dell	4	2000	3	69900
779719	Lenovo	16	500	1.8	35900
779767	Asus	4	500	3	58900
779799	MSI	8	500	1.8	41900
779915	Acer	4	1000	3	64900
779964	Samsung	16	500	3	70900
779983	hp	4	500	2.3	38900
780042	Apple	8	1000	2.5	117900
780168	Samsung	16	2000	2.3	61900
780302	Samsung	4	500	3.2	71900
780466	HP	8	1000	1.8	41900
780569	MSI	8	2000	1.8	51900
780699	DELL	8	2000	3.2	99900
780700	Toshiba	16	1000	2.3	55900
780705	HP	4	500	1.8	36900
780820	DELL	4	500	1.8	52900
781069	hp	4	500	3	56900
781394	DELL	8	500	3	88900
781764	Acer	8	2000	2.5	67900
781800	asus	4	2000	2.3	48900
782046	asus	4	1000	1.8	40900
782216	DELL	16	1000	2.3	73900
782358	Samsung	8	1000	1.8	37900
782636	DELL	8	2000	3.2	93900
782718	DELL	4	500	3.2	85900
783134	Microsoft	8	2000	2.5	65900
783140	MSI	4	2000	2.5	63900
783308	Dell	16	500	1.8	63900
783326	hp	4	2000	2.3	49900
783374	Apple	16	1000	3.2	148900
783376	Dell	8	2000	3	86900
783407	Dell	8	500	3.2	96900
784062	DELL	8	500	3	83900
784093	hp	4	1000	1.8	40900
784226	Microsoft	4	500	2.3	44900
784395	MSI	4	500	2.3	42900
784483	Asus	8	1000	2.5	65900
784492	Dell	16	2000	2.5	85900
784570	Lenovo	16	1000	2.5	52900
784673	Samsung	16	500	1.8	55900
784880	Microsoft	16	2000	1.8	56900
784887	Toshiba	16	500	3.2	83900
785145	Lenovo	8	1000	2.5	39900
785265	Acer	16	2000	2.3	59900
785291	hp	16	500	3	73900
785351	HP	16	500	2.3	48900
785650	Acer	16	2000	3	80900
785781	Apple	16	2000	1.8	127900
785787	Lenovo	16	2000	1.8	36900
785983	asus	4	500	2.3	42900
786182	Acer	8	1000	3.2	80900
786265	Microsoft	16	2000	2.5	67900
786268	hp	4	2000	2.3	50900
786298	Dell	16	1000	3.2	99900
786468	Dell	16	1000	3.2	103900
786743	Lenovo	16	1000	3.2	68900
786744	Dell	4	500	1.8	47900
786752	Microsoft	4	500	2.5	53900
787025	Asus	16	2000	2.3	69900
787103	Microsoft	4	2000	3.2	80900
787569	Apple	4	1000	3	123900
787678	Apple	4	1000	1.8	107900
787744	unknown	8	2000	3	83900
787820	Samsung	16	1000	3	66900
788139	Asus	8	500	3	71900
788498	hp	8	500	3.2	74900
788583	MSI	8	2000	3	76900
788583	MSI	8	2000	3	76900
788723	hp	4	500	1.8	35900
788842	Samsung	8	1000	1.8	46900
788939	Lenovo	8	500	3.2	58900
788956	Microsoft	4	2000	2.3	48900
789036	Acer	16	2000	2.3	62900
789159	Samsung	4	500	2.5	52900
789727	Samsung	4	500	2.3	34900
789885	MSI	16	1000	3.2	88900
789965	Acer	8	500	2.5	54900
790164	Microsoft	4	500	1.8	38900
790170	Dell	4	500	3	73900
790339	Toshiba	4	2000	1.8	38900
790451	Samsung	16	2000	2.3	61900
790629	Lenovo	4	1000	3	44900
790700	Lenovo	16	500	3	56900
790768	Samsung	16	2000	1.8	58900
790944	Dell	16	2000	3.2	104900
790972	hp	4	500	1.8	35900
791041	DELL	4	1000	3.2	89900
791093	Acer	4	2000	2.3	52900
791585	Samsung	8	2000	3.2	77900
791666	HP	4	1000	2.5	52900
791713	Apple	4	500	2.5	111900
791738	Acer	8	1000	2.5	58900
791777	Samsung	4	500	1.8	38900
792311	Samsung	8	1000	2.5	58900
792494	DELL	8	1000	3	84900
792668	Samsung	4	2000	3.2	75900
792680	Toshiba	4	2000	2.3	51900
792761	DELL	4	500	3.2	82900
793196	Toshiba	8	1000	2.5	55900
793331	Samsung	4	1000	3.2	68900
793515	hp	8	1000	2.3	48900
793579	asus	4	500	3	52900
793671	hp	8	1000	3.2	79900
793709	hp	8	500	3	67900
793875	HP	16	2000	1.8	45900
794155	MSI	8	2000	1.8	45900
794446	Lenovo	16	2000	1.8	35900
794456	asus	4	1000	2.5	53900
794483	HP	16	1000	2.5	63900
794671	Toshiba	8	500	2.5	62900
794803	HP	4	1000	3.2	68900
794806	HP	4	1000	2.3	45900
794808	HP	16	500	2.5	59900
794847	Samsung	8	1000	3	68900
795002	Apple	16	2000	2.3	125900
795333	Acer	4	2000	1.8	49900
795414	Acer	4	500	1.8	32900
795434	Lenovo	16	500	3	55900
795750	asus	16	1000	2.5	69900
795868	MSI	16	500	3	68900
795879	Asus	16	500	1.8	53900
795952	HP	4	1000	2.3	46900
796017	Asus	4	500	2.5	47900
796053	Toshiba	8	1000	2.5	60900
796053	Toshiba	8	1000	2.5	60900
796236	Acer	8	2000	3	75900
796314	asus	16	1000	3.2	89900
796450	Lenovo	16	1000	3	58900
796552	Acer	8	1000	2.3	53900
796700	Dell	8	1000	2.3	71900
796756	Asus	8	500	3.2	73900
796815	Asus	8	500	2.5	56900
796935	Toshiba	8	500	1.8	40900
797025	DELL	16	2000	2.3	79900
797140	Asus	8	2000	1.8	47900
797220	Toshiba	16	500	1.8	44900
797230	Samsung	4	2000	3.2	77900
797230	Samsung	4	2000	3.2	77900
797324	Apple	4	1000	2.5	115900
797326	hp	4	1000	1.8	41900
797357	Microsoft	16	2000	2.3	58900
797726	HP	4	2000	3.2	78900
797797	Toshiba	8	1000	3.2	80900
797906	Acer	4	2000	2.3	46900
798200	Asus	16	1000	3.2	90900
798214	Lenovo	4	500	3	38900
798312	asus	8	1000	2.3	49900
798766	Microsoft	8	2000	2.3	59900
798948	Asus	8	500	2.5	50900
799099	Lenovo	16	1000	2.5	50900
799114	Lenovo	16	500	3.2	69900
799210	Toshiba	8	1000	3.2	70900
799267	asus	4	1000	2.3	43900
799375	Dell	4	2000	2.5	67900
799540	MSI	16	2000	3	75900
799554	Toshiba	16	2000	2.5	70900
799581	Dell	4	2000	2.3	62900
800031	HP	4	2000	3	74900
800098	HP	16	2000	1.8	56900
800164	DELL	4	2000	3	83900
800656	hp	8	500	1.8	39900
800718	Dell	8	2000	3	87900
800876	Apple	8	500	3.2	144900
801170	Asus	16	1000	2.5	66900
801282	asus	16	2000	1.8	44900
801297	unknown	8	500	2.5	57900
801443	Samsung	8	1000	2.3	51900
801838	asus	4	2000	1.8	37900
801942	Asus	16	1000	3	72900
801963	DELL	16	500	3	86900
802040	Lenovo	16	500	3.2	69900
802251	Acer	16	1000	3	77900
802301	Dell	8	1000	3	87900
802489	Toshiba	4	2000	3	66900
803093	Acer	8	2000	2.5	60900
803101	asus	8	500	1.8	43900
803239	Acer	4	2000	1.8	38900
803280	Lenovo	4	1000	2.5	34900
803299	Dell	4	500	3.2	85900
803692	Samsung	4	1000	1.8	37900
803706	Asus	16	1000	2.5	64900
803720	Apple	4	1000	2.5	112900
804320	Samsung	4	1000	2.5	54900
804381	Dell	4	2000	3.2	93900
804467	Samsung	8	500	3.2	75900
804516	MSI	4	2000	3.2	86900
804631	asus	16	1000	2.3	62900
804656	MSI	8	500	2.3	38900
804826	Samsung	16	500	3	64900
805116	Dell	8	1000	1.8	63900
805234	Samsung	8	2000	2.3	58900
805436	asus	16	1000	3.2	90900
805950	unknown	8	2000	2.3	48900
806210	Asus	4	500	2.3	46900
806329	Apple	8	2000	1.8	118900
806353	Microsoft	4	500	3.2	70900
806395	DELL	8	2000	3	91900
806660	Acer	16	500	3	74900
806723	Asus	16	500	3	61900
806966	Apple	4	2000	3	131900
807162	Acer	8	2000	3	70900
807323	DELL	16	1000	3	94900
807502	asus	8	500	3	68900
807650	asus	8	1000	2.3	50900
807894	Microsoft	16	500	2.3	50900
807967	Asus	4	2000	3	71900
808031	DELL	8	2000	3	87900
808135	asus	8	1000	2.5	56900
808463	Dell	4	2000	3	88900
808574	asus	16	2000	2.3	64900
808733	unknown	4	1000	1.8	42900
808818	DELL	4	2000	3.2	90900
808828	hp	8	1000	3	70900
808868	Samsung	4	500	3.2	70900
808980	Apple	16	1000	1.8	115900
809079	MSI	4	500	2.3	42900
809209	Toshiba	16	2000	2.5	69900
809363	hp	4	500	1.8	39900
809507	Dell	8	2000	3	89900
809640	DELL	16	1000	1.8	66900
809713	Toshiba	4	1000	1.8	31900
809742	Dell	4	500	2.3	58900
809764	Dell	8	1000	1.8	54900
809856	Lenovo	4	500	2.3	24900
809955	Samsung	8	1000	2.5	57900
810112	Toshiba	4	1000	3	64900
810148	Acer	8	2000	2.3	54900
810824	Toshiba	8	2000	3.2	77900
810830	HP	4	2000	3	64900
810872	Asus	8	500	2.5	51900
810877	Apple	16	2000	1.8	118900
810957	Lenovo	8	2000	3	60900
811020	MSI	16	2000	2.5	60900
811350	DELL	4	2000	1.8	64900
811368	MSI	8	1000	2.5	62900
811523	Lenovo	4	2000	2.3	31900
811717	Dell	16	1000	3	85900
811826	Apple	16	1000	2.5	124900
812146	Toshiba	8	1000	2.5	53900
812440	Dell	8	500	2.5	72900
812635	MSI	4	1000	3	60900
812658	Samsung	8	1000	2.5	55900
812746	DELL	16	2000	3	91900
813046	Microsoft	4	1000	2.3	45900
813152	HP	8	2000	3.2	80900
813785	hp	8	1000	3.2	76900
814052	Toshiba	4	500	3	61900
814344	hp	4	2000	3.2	82900
814385	hp	8	1000	1.8	44900
814675	MSI	16	500	3.2	85900
815062	Toshiba	8	500	3.2	75900
815134	Samsung	4	2000	3	68900
815569	Samsung	8	1000	1.8	43900
815578	DELL	4	2000	3	85900
815608	MSI	16	500	2.5	58900
815704	Asus	4	2000	1.8	45900
816160	Microsoft	16	500	1.8	42900
816675	hp	16	1000	3	72900
816733	hp	4	1000	3	56900
817194	Asus	4	500	3	63900
817245	Microsoft	8	1000	2.3	52900
817358	Lenovo	4	500	3	51900
817370	HP	4	2000	3.2	82900
817381	Microsoft	16	2000	2.3	70900
817644	Microsoft	8	1000	3	65900
817666	Apple	8	2000	3.2	153900
817976	Toshiba	8	500	1.8	37900
818016	HP	16	2000	3.2	103900
818030	Dell	8	500	2.5	66900
818039	Toshiba	8	1000	3	72900
818214	Samsung	4	500	3	61900
818363	DELL	16	2000	2.5	88900
818420	Apple	4	1000	2.5	116900
818456	Toshiba	16	1000	2.5	59900
818513	Acer	16	2000	1.8	60900
818978	Dell	16	500	3.2	98900
819214	Toshiba	16	1000	3	73900
819360	Lenovo	8	1000	1.8	30900
819372	Samsung	8	1000	2.3	45900
819542	asus	16	1000	1.8	51900
819651	HP	4	1000	2.3	37900
820059	Asus	8	1000	2.5	58900
820176	asus	16	1000	2.5	62900
820407	Dell	4	1000	2.3	67900
820725	Lenovo	4	500	1.8	17900
820931	DELL	4	1000	3	78900
821093	Lenovo	16	1000	1.8	27900
821223	Asus	8	2000	3	74900
821457	Microsoft	8	1000	3	67900
821732	DELL	16	1000	3	85900
822223	Samsung	16	1000	1.8	49900
822231	Lenovo	16	2000	2.3	47900
822263	Acer	8	500	3.2	81900
822345	Apple	4	1000	2.3	109900
822842	Acer	16	1000	3	75900
823067	DELL	16	2000	3.2	100900
823180	Microsoft	16	2000	1.8	53900
823290	Asus	16	2000	2.5	71900
823327	Apple	8	1000	2.3	118900
823389	Asus	8	2000	3	70900
823457	Acer	4	500	1.8	36900
823581	MSI	4	2000	3	73900
823857	Acer	8	500	3.2	80900
823947	Lenovo	4	500	3	41900
824005	DELL	4	2000	1.8	55900
824014	asus	8	2000	3.2	82900
824056	Apple	4	2000	3.2	137900
824488	HP	16	2000	2.3	63900
824785	Toshiba	8	500	3	62900
825186	Acer	4	2000	3	65900
825203	Toshiba	8	1000	2.5	57900
825245	MSI	8	1000	1.8	41900
825339	Asus	4	1000	3	69900
825460	asus	16	1000	1.8	55900
825461	DELL	16	1000	1.8	57900
825590	MSI	16	1000	2.5	72900
825639	Dell	4	500	2.3	59900
825645	hp	8	2000	2.3	44900
825674	hp	4	1000	2.3	37900
825939	Asus	8	2000	2.5	59900
826545	MSI	16	1000	1.8	48900
826603	DELL	16	1000	3	82900
826611	Samsung	4	2000	3	71900
826710	Toshiba	8	500	1.8	29900
827097	DELL	8	2000	3.2	95900
827106	Asus	16	500	2.5	58900
827558	asus	16	1000	2.5	70900
827747	HP	8	2000	3.2	80900
827957	Microsoft	8	1000	2.5	64900
828072	DELL	8	1000	3.2	95900
828182	HP	16	2000	3.2	90900
828693	Samsung	4	1000	2.5	52900
828933	Dell	4	500	2.3	48900
828962	Samsung	16	1000	2.3	57900
829309	Asus	4	2000	3	65900
829548	Dell	8	2000	2.3	79900
829666	unknown	4	500	2.5	43900
829771	Lenovo	8	500	2.5	38900
829814	Apple	8	1000	2.3	116900
829941	DELL	4	1000	2.5	65900
829990	Dell	16	500	3	89900
830521	Lenovo	8	2000	3.2	68900
830773	DELL	4	1000	1.8	48900
830875	Dell	8	1000	2.3	67900
831182	HP	16	1000	2.5	66900
831548	Dell	16	1000	1.8	63900
831738	Asus	16	1000	1.8	53900
831820	Dell	16	2000	3.2	108900
831847	Apple	8	500	3	130900
832069	Toshiba	8	1000	2.3	54900
832476	Asus	4	500	3	66900
832792	Microsoft	8	1000	3	71900
833205	MSI	16	1000	2.5	56900
833276	Lenovo	4	500	1.8	24900
833341	Apple	4	500	3	117900
833399	Toshiba	8	2000	2.5	62900
833866	Asus	16	1000	1.8	57900
834010	asus	8	500	3	66900
834375	Microsoft	16	500	2.3	50900
834464	Dell	8	1000	3.2	94900
834483	Acer	8	1000	3.2	76900
834553	Microsoft	8	2000	2.3	50900
834611	Apple	4	2000	2.3	110900
834669	Acer	8	500	3.2	74900
834730	Lenovo	8	500	2.3	30900
834927	Microsoft	4	1000	2.3	44900
834971	Lenovo	8	2000	1.8	35900
835789	asus	16	1000	2.3	56900
835816	asus	16	2000	3	83900
835895	asus	8	500	2.3	48900
835942	Dell	4	1000	2.5	71900
836183	DELL	8	1000	3.2	96900
836197	hp	8	2000	1.8	47900
836325	Acer	8	1000	3	66900
836397	Asus	8	1000	3	69900
836435	hp	4	2000	2.5	56900
836729	Toshiba	16	500	3	66900
836742	asus	16	2000	3	81900
836761	asus	4	500	2.5	49900
837402	asus	16	2000	1.8	55900
837594	Lenovo	4	1000	1.8	22900
837650	Asus	4	2000	3.2	74900
837892	Samsung	4	2000	2.5	58900
837896	HP	4	500	1.8	38900
837975	DELL	8	2000	3	95900
838115	Acer	4	2000	1.8	46900
838185	Samsung	4	2000	3	66900
838190	unknown	4	500	3	62900
838240	MSI	8	500	2.5	52900
838267	DELL	16	2000	3	94900
838528	asus	8	500	2.5	47900
838759	Acer	4	1000	1.8	35900
839003	Apple	8	2000	1.8	112900
839349	HP	4	2000	2.5	54900
839673	asus	8	2000	2.5	66900
839715	Samsung	16	1000	3.2	87900
839763	DELL	16	2000	2.5	77900
839784	Apple	16	500	2.5	127900
839895	Acer	16	2000	3	78900
839995	Acer	16	1000	2.5	65900
840111	DELL	4	2000	3.2	91900
840286	Asus	4	500	3.2	74900
840287	Lenovo	16	1000	3.2	73900
840352	Microsoft	16	2000	3	72900
840664	Apple	16	500	2.3	116900
840821	asus	16	2000	3	74900
840924	MSI	4	2000	2.3	53900
840984	Lenovo	4	500	3.2	48900
841175	MSI	8	1000	1.8	46900
841210	Samsung	16	1000	3.2	91900
841227	asus	4	500	3.2	71900
841482	Microsoft	16	1000	3.2	83900
841711	Microsoft	8	500	3	61900
841728	Toshiba	8	2000	1.8	46900
841874	Apple	4	2000	3.2	141900
842042	Dell	4	2000	3.2	95900
842071	Toshiba	8	500	2.3	48900
842121	Microsoft	4	1000	2.3	40900
842220	asus	8	2000	3	83900
842275	Dell	8	500	1.8	53900
842374	asus	8	2000	2.3	52900
842470	Samsung	16	2000	1.8	58900
842655	Lenovo	16	500	3	55900
842870	Microsoft	8	500	3.2	83900
843092	Microsoft	4	500	2.5	55900
843303	Toshiba	16	500	3	68900
843660	hp	16	500	1.8	41900
844142	asus	8	2000	1.8	42900
844190	Asus	16	500	3	72900
844314	asus	8	500	3	67900
844435	Apple	4	500	2.3	110900
844438	Microsoft	8	500	1.8	39900
844531	DELL	4	1000	2.5	68900
844648	Dell	16	2000	1.8	70900
844938	Samsung	8	1000	2.3	53900
844979	Toshiba	4	1000	3.2	71900
845047	Acer	4	2000	2.3	60900
845098	HP	16	2000	2.3	60900
845254	Acer	16	1000	3.2	82900
845255	asus	4	2000	2.5	56900
845491	Lenovo	8	500	3	53900
845812	Dell	4	1000	3	73900
846083	asus	16	500	2.3	56900
846367	Apple	4	1000	2.3	108900
846483	Samsung	8	500	3.2	72900
846553	Apple	4	500	2.5	111900
846969	hp	8	2000	3.2	82900
847152	HP	8	500	3.2	70900
847379	asus	16	1000	2.3	53900
847845	Apple	16	1000	3	150900
848161	DELL	4	500	2.5	60900
848771	MSI	16	1000	2.5	65900
849000	Samsung	8	1000	2.5	61900
849027	Samsung	16	1000	3.2	81900
849112	hp	4	2000	3	66900
849142	asus	8	1000	2.5	55900
849922	MSI	4	500	2.3	39900
850021	Asus	8	2000	1.8	44900
850200	asus	4	2000	3	64900
850216	Dell	16	1000	1.8	66900
850286	DELL	8	500	3	84900
850392	Microsoft	8	500	2.3	52900
850487	Asus	4	500	3.2	65900
850526	Toshiba	8	2000	3	74900
850610	Dell	8	1000	3	84900
850643	Lenovo	8	500	2.3	39900
850754	Dell	16	2000	2.3	80900
850765	Samsung	16	1000	1.8	49900
851140	Dell	16	500	3.2	95900
851245	DELL	8	1000	1.8	56900
851427	Samsung	16	500	3.2	83900
851547	asus	4	2000	2.5	59900
851889	Samsung	16	500	2.5	59900
851981	HP	8	2000	2.3	57900
852013	Samsung	16	500	1.8	42900
852159	HP	16	1000	2.5	68900
852218	Lenovo	8	2000	1.8	34900
852757	DELL	8	500	3	88900
853455	Asus	4	2000	3	66900
853543	Asus	4	2000	3.2	72900
854021	Asus	16	1000	3.2	74900
854426	MSI	4	2000	1.8	45900
854463	Dell	4	1000	2.5	70900
854551	Microsoft	16	1000	3.2	90900
854718	MSI	4	500	3	55900
855135	Acer	4	1000	1.8	34900
855254	MSI	16	1000	1.8	50900
855413	Microsoft	16	500	3.2	75900
855435	Dell	4	2000	3	85900
855469	MSI	16	500	3	64900
855579	MSI	16	1000	3	69900
855662	Samsung	16	1000	1.8	58900
855683	Toshiba	8	1000	2.3	54900
855986	Microsoft	8	500	3	59900
856054	Dell	8	1000	2.3	60900
856371	Apple	16	2000	2.5	134900
856399	HP	8	1000	3	71900
856731	Lenovo	16	2000	2.3	46900
857021	Asus	4	1000	3	68900
857136	Dell	8	2000	3.2	92900
857337	Toshiba	4	500	2.5	51900
857380	Microsoft	8	1000	3.2	77900
857608	MSI	8	1000	3.2	77900
857931	Lenovo	8	1000	3	56900
858090	Microsoft	16	2000	3	77900
858491	Toshiba	8	500	3	61900
858923	Acer	4	1000	3.2	69900
859021	Microsoft	8	500	2.5	52900
859256	Apple	16	2000	3.2	163900
859420	Acer	16	1000	3.2	91900
859425	Asus	4	1000	2.5	48900
859442	Samsung	8	500	2.5	56900
859442	Samsung	8	500	2.5	56900
859584	Asus	8	2000	2.5	65900
859771	HP	8	2000	2.3	53900
859771	HP	8	2000	2.3	53900
859915	Asus	8	1000	2.5	55900
859935	Asus	16	1000	2.3	55900
860173	Acer	16	500	2.5	62900
860618	asus	4	500	2.3	39900
860687	Toshiba	8	2000	2.5	70900
860878	HP	8	2000	2.5	57900
860878	HP	8	2000	2.5	57900
861232	Lenovo	4	1000	2.3	38900
861489	Asus	4	2000	3	69900
861490	Apple	4	500	3.2	139900
861582	HP	4	2000	3.2	74900
861594	Microsoft	16	1000	3.2	85900
861684	MSI	4	1000	3	70900
861888	MSI	8	1000	3.2	87900
862372	Lenovo	4	2000	2.3	36900
862430	DELL	4	2000	2.5	73900
862624	Asus	8	2000	3	73900
862774	Toshiba	16	2000	3	86900
862806	Toshiba	4	1000	2.5	47900
862809	MSI	16	2000	1.8	52900
863014	Asus	16	500	3	73900
863014	Asus	16	500	3	73900
863126	DELL	4	2000	3	86900
863199	MSI	8	1000	2.5	56900
863462	Lenovo	8	500	1.8	25900
863520	Toshiba	8	2000	2.5	67900
863654	Samsung	4	500	2.5	40900
863860	Apple	4	500	2.5	114900
864162	Microsoft	4	500	3	54900
864377	Apple	4	2000	2.5	128900
864413	Lenovo	8	2000	2.3	43900
864633	asus	4	1000	3	58900
864730	Acer	4	1000	2.3	39900
864732	Microsoft	8	2000	3.2	81900
864820	asus	4	2000	2.5	57900
864905	HP	8	2000	2.3	63900
865058	MSI	16	500	2.3	48900
865148	Samsung	16	1000	3.2	79900
865200	Dell	4	500	2.5	60900
865272	Apple	8	2000	2.3	119900
